funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
3,7,100,4.059735982739258,389408,47.63004210198473,922241.0093008137,none,Crypto,academic,Acquisition
2,14,155,8.35203874986864,498471,34.09139707216082,1840778.224874054,angel,Crypto,serial_founder,Acquisition
1,0,285,31.764957375447047,220731,58.48945591404575,338974.31580927107,angel,SaaS,ex_bigtech,Failure
2,15,43,46.75769919944257,305418,3.7333544988171257,941204.1137671833,tier1_vc,Health,academic,Failure
1,8,274,23.58964669300665,715907,68.0034244989965,2463060.9659976093,none,Ecommerce,ex_bigtech,IPO
2,5,76,28.557549205602186,231626,20.378804346964518,783917.842758955,angel,SaaS,first_time,Failure
0,13,41,12.174214477952274,266606,17.374316194446013,723511.6330115475,tier2_vc,SaaS,first_time,Failure
4,12,126,39.01212025660557,276024,2.381005653430485,880487.4865309888,tier2_vc,AI,academic,Acquisition
4,7,46,38.75151055710471,119178,3.2812705192220477,432720.65929922176,none,SaaS,serial_founder,Failure
3,15,193,62.56324701738849,93556,37.74528822442374,149902.4435087277,tier2_vc,Crypto,ex_bigtech,Failure
3,5,132,30.170868006346858,268321,12.283538221229671,392571.40006279165,none,Ecommerce,ex_bigtech,Failure
2,13,126,32.671834542023305,368091,60.23518669832448,1572026.1491014648,tier2_vc,Health,ex_bigtech,Acquisition
5,4,272,36.03126602612285,320690,36.9108961456599,291247.2289444874,tier2_vc,SaaS,ex_bigtech,Acquisition
1,9,155,25.727082322913958,307436,6.8806042979813276,459874.5521208574,tier1_vc,Ecommerce,ex_bigtech,Failure
1,16,200,20.298622360480916,53474,28.881350598590746,244598.37117614437,angel,AI,first_time,Failure
0,15,218,47.151594663727344,251841,51.72516968034934,745329.2988291006,tier1_vc,SaaS,serial_founder,Failure
0,0,176,8.918866638959015,497285,10.443888369120971,2273142.1256720517,tier2_vc,Health,first_time,Acquisition
0,11,79,2.887756273975177,315472,11.806974454094648,1181920.1494201906,none,Health,first_time,Acquisition
2,10,254,12.84584744589007,413308,27.728675203683842,1062716.6030929612,tier2_vc,AI,ex_bigtech,Acquisition
2,3,92,10.461381256430947,224888,3.6727540605807536,502957.88661608996,none,Crypto,first_time,Failure
1,0,282,2.5246117758262856,224992,9.466786852596794,435188.8869773293,none,Climate,first_time,Failure
1,18,237,29.284057649172958,173117,16.3470150121245,102840.2852574848,angel,Health,academic,Acquisition
0,20,277,20.75875456772651,78499,8.331765559326348,193677.09184177048,angel,Climate,ex_bigtech,Failure
3,14,240,57.36933158486662,407893,45.87469474631551,1373902.013588135,tier2_vc,Climate,first_time,Acquisition
2,3,200,65.79761521663079,484025,12.478219471608805,1146654.4751530094,tier2_vc,AI,first_time,Acquisition
1,3,145,31.695912009438466,610844,8.40584697582988,1210456.3807101196,tier2_vc,AI,academic,Failure
1,6,119,8.208921983540366,201908,7.404920936927615,700108.5395157845,none,Crypto,ex_bigtech,Failure
3,2,99,33.72724953401257,472344,19.358107362416902,386285.55713013955,tier2_vc,Ecommerce,first_time,Acquisition
2,23,182,55.71024560917462,362205,42.04206792113183,1654189.5784130571,tier1_vc,Crypto,first_time,Acquisition
1,16,84,15.667249181416814,206120,3.0611082035959543,739314.8950257291,angel,Climate,first_time,Failure
2,15,154,35.49529701584335,203219,16.345304591272182,848030.1978692806,none,Climate,ex_bigtech,Failure
1,15,41,18.89798581329894,255512,6.214892247615031,352616.47063499514,tier2_vc,Ecommerce,ex_bigtech,Failure
3,11,260,66.28207927791766,107970,12.517122181029283,327142.48111698916,none,Fintech,ex_bigtech,Failure
1,7,291,7.8548866117128116,487942,14.448164501427014,805479.8245560676,angel,Climate,academic,Acquisition
2,15,190,64.8660703781345,370454,6.658161557966961,1477970.7247333003,tier1_vc,Health,first_time,Acquisition
6,17,166,6.50790427157096,321247,1.9915860148458207,425309.2489758361,tier1_vc,Crypto,ex_bigtech,Acquisition
1,12,251,68.1693181575457,325576,34.694709688155356,490885.5641906143,tier2_vc,Ecommerce,first_time,Failure
0,9,184,10.344256461776112,159024,11.953184680396486,210983.24311325027,angel,Health,first_time,Failure
2,9,55,75.00340118884806,305668,39.989169934495195,517911.2142926072,none,AI,ex_bigtech,Failure
4,21,39,16.926985601805487,93378,73.95124822837084,252826.2459587887,angel,Fintech,serial_founder,Failure
1,13,64,16.03472770187433,361928,3.8717931817967854,384913.53384955315,tier2_vc,SaaS,academic,Failure
3,8,183,44.3454404463959,482505,9.101897248419286,2386134.8618285526,none,Ecommerce,ex_bigtech,Acquisition
4,13,165,54.65719316785307,204995,40.06611947926188,131349.84400872188,tier1_vc,Health,academic,Acquisition
3,12,266,54.01810635386039,265037,54.06132142093711,1323918.286414587,none,Fintech,ex_bigtech,Acquisition
5,11,230,158.74928277427256,167117,12.111401157453965,822048.0058749066,tier1_vc,Crypto,first_time,Failure
0,2,2,27.923932813105687,285212,30.337578410254693,175673.77035243242,angel,Health,first_time,Failure
1,20,236,40.69514739790652,373504,7.0604806613288895,918974.17998228,none,Fintech,academic,Acquisition
2,9,81,50.827679543778075,175895,113.8553980286361,212759.87151758137,tier2_vc,Health,first_time,Failure
1,20,55,22.665812369589098,129221,6.754892413431426,328763.04347478657,tier1_vc,AI,first_time,Failure
1,23,63,9.782173869680715,401193,7.330311358751895,431725.5689262044,tier2_vc,Ecommerce,first_time,Failure
2,10,275,42.956976075747306,171815,74.0087094152379,424367.3988106221,tier2_vc,Crypto,first_time,Failure
4,6,28,4.889505934441684,162833,3.057066971061261,804936.210346099,tier2_vc,AI,first_time,Failure
3,13,287,6.098759107679527,382630,13.345914983079682,1358904.501263676,tier1_vc,AI,academic,Acquisition
3,15,130,43.155027040285134,168475,6.175873008397479,713745.9029312679,none,Health,first_time,Failure
0,4,119,30.882935001995968,334720,9.261647202267282,1047248.23288844,angel,Fintech,serial_founder,Failure
3,3,161,24.57540997379933,486945,12.69852122450563,2340220.595681867,tier2_vc,Climate,ex_bigtech,Acquisition
6,21,106,107.2526325141364,499804,23.26446446230743,625895.6584320223,angel,Climate,ex_bigtech,Failure
2,9,65,11.741409409702811,282602,13.218068217797748,1248405.8271047664,angel,Climate,serial_founder,Acquisition
1,14,110,27.483008516545674,462265,14.94683316632903,1229747.9812498072,none,SaaS,academic,Acquisition
4,20,119,9.245226121693447,242479,5.675514991177365,397391.447221834,angel,Health,first_time,Failure
2,5,126,14.076949189785559,150740,8.730073887970704,364914.1954885712,tier1_vc,Health,first_time,Failure
2,7,106,58.39093218236174,91256,23.83108541135682,205572.3016921185,tier1_vc,SaaS,first_time,Failure
2,6,154,10.640340023948573,410513,5.820017599876317,1891276.6067377483,tier1_vc,AI,first_time,Failure
3,18,91,27.964164556712735,767289,22.32979305196209,2365949.982312023,none,Fintech,ex_bigtech,Acquisition
1,16,106,6.434346795257953,401341,15.942569783242334,1609147.4612358091,angel,AI,first_time,Acquisition
0,16,281,21.783949616722783,154855,17.21609419995849,684011.2996446281,angel,Climate,first_time,Acquisition
3,15,81,8.240207917983515,212824,9.113801731548959,255855.7715451205,tier2_vc,Fintech,first_time,Acquisition
2,16,40,73.15885068377699,148631,12.096821348878304,339908.7489762731,angel,Health,ex_bigtech,Failure
2,22,218,9.681053246625225,227526,18.557837084986808,174549.24390795123,angel,Crypto,first_time,Failure
1,1,244,18.948231199825827,232299,51.29763822972531,844945.9369909713,tier1_vc,Climate,academic,Failure
0,18,120,17.78720392598252,697197,5.610883196943564,3254533.228067067,angel,Health,academic,Acquisition
2,2,225,21.01582133064263,363106,24.980941872278805,1471820.1113686129,tier2_vc,SaaS,ex_bigtech,Acquisition
2,11,122,43.92251110792146,294706,8.816850334622602,297110.4626608645,angel,Climate,academic,Failure
3,17,287,15.457196992624725,272447,11.849411525022953,527082.3600606907,angel,SaaS,first_time,Acquisition
3,9,44,11.448320938903716,286403,11.00343384840924,1111577.0103870383,angel,Health,academic,Acquisition
2,11,128,103.79581070246982,19615,20.888891627721108,60544.06479406811,angel,AI,academic,Failure
3,22,234,4.932140164944546,38974,3.3761681245651545,78301.20688108305,tier2_vc,Health,ex_bigtech,Failure
4,19,170,100.91742597671097,440194,16.127265195626634,1255482.6875868293,tier2_vc,SaaS,ex_bigtech,Acquisition
3,2,75,6.65862275133768,310223,5.4943493696907515,701044.4701189948,none,AI,serial_founder,Failure
1,11,20,35.160154690215826,736831,19.864990150133583,1222588.0571441753,tier2_vc,Ecommerce,ex_bigtech,Acquisition
0,15,262,33.92903453868912,135918,5.470627345749392,468938.66758289817,tier2_vc,Fintech,serial_founder,Failure
2,20,204,39.818033433218886,559007,3.1695561632957667,2556084.1791923894,none,Crypto,serial_founder,Acquisition
3,11,228,38.856859654535704,166696,10.834668098218593,651919.7823416394,tier2_vc,Ecommerce,ex_bigtech,Acquisition
0,2,293,41.90929318247529,674388,16.059378445729234,1410479.0098217358,none,SaaS,serial_founder,Acquisition
2,15,50,19.77527598422077,384665,25.683720075820062,595660.8260493926,tier2_vc,Crypto,first_time,Acquisition
0,13,6,120.37348723656196,356710,25.276857723643946,540083.5077020829,tier2_vc,SaaS,first_time,Failure
1,9,2,4.5167779499803595,246100,27.570572211384658,281228.61359134107,tier1_vc,Climate,academic,Failure
2,10,38,67.25502237545622,264388,4.3767052906408574,415333.287577274,tier1_vc,Crypto,first_time,Acquisition
3,21,247,48.99459786023784,704198,20.086053005368452,1444665.6659161055,tier1_vc,Climate,academic,Acquisition
1,11,242,39.88730480071448,206137,13.393685445357402,120919.43348866953,none,Ecommerce,first_time,Failure
6,13,211,105.04473989783548,465712,6.11004821424593,615392.2620379189,none,Crypto,serial_founder,Acquisition
2,19,76,56.06655368855706,69313,15.41531641862546,335792.3970415695,tier2_vc,AI,ex_bigtech,Acquisition
0,3,137,6.736830515969751,249776,8.286761700951724,869553.6949493478,angel,SaaS,serial_founder,Failure
2,18,228,17.244012176983883,229853,15.499550246723414,1055235.839446095,none,SaaS,first_time,Acquisition
1,1,263,4.132292161229623,338186,13.141113759150256,728610.3228775706,none,Crypto,first_time,Acquisition
4,14,215,4.0915464023745205,118775,30.64175727062703,525991.4446674612,angel,Health,first_time,Acquisition
1,23,248,27.156746854005327,270863,18.865470317822304,1192724.1028565844,angel,Fintech,ex_bigtech,Acquisition
0,0,201,20.779334219243808,332827,42.22604702444486,1348025.7469958728,none,Crypto,first_time,Acquisition
0,11,42,12.033846512692039,145965,8.495262714245143,372376.2472165452,tier2_vc,Crypto,first_time,Failure
1,24,277,19.01289575709025,158129,7.686980047219709,419037.9622854425,none,SaaS,first_time,Acquisition
1,16,128,46.23097306357288,156806,5.680256359148636,230909.06980186925,none,Climate,first_time,Failure
2,21,259,183.96950373168173,193298,6.208613462811646,745268.3723106885,tier2_vc,AI,academic,Failure
2,17,185,17.416586364315535,191788,12.253931930050658,646769.8441483153,tier2_vc,Climate,first_time,Acquisition
2,18,277,7.920301265307822,223104,1.7924266809303406,520695.1109449575,angel,AI,first_time,Acquisition
0,3,228,35.795051570889655,145378,7.953698559301975,711136.4250283538,none,AI,ex_bigtech,Failure
3,0,63,11.579694036749077,28389,12.481114020257989,135441.97968484813,none,Health,serial_founder,Failure
3,8,256,17.07048783192306,495909,11.62944404070776,1439202.971615054,tier2_vc,Climate,serial_founder,Acquisition
4,24,72,35.975388366927206,217161,3.5354644849685757,970569.1012971714,tier2_vc,Fintech,ex_bigtech,Acquisition
3,24,98,17.685781833076547,247834,10.514302043678335,896508.1720569244,tier2_vc,Ecommerce,ex_bigtech,Acquisition
3,6,96,10.505327676694078,426518,28.25832154414481,493368.2268990323,none,Fintech,serial_founder,Acquisition
1,17,256,35.78618546461404,255469,65.29774659828354,712678.2189449448,angel,AI,first_time,Acquisition
2,15,241,17.600955603435867,301809,14.391538425004088,615067.2838139648,tier2_vc,Health,first_time,Failure
4,12,280,38.91440442105605,360664,9.56338207750045,1771251.9859412555,tier2_vc,Climate,first_time,Acquisition
3,14,75,22.573891227766953,283860,6.825452376662147,1400480.4066551707,angel,SaaS,first_time,Acquisition
2,18,43,38.820123771302896,120905,16.36325941623324,140853.32913551308,tier2_vc,AI,first_time,Failure
2,16,17,7.482840738376469,275788,45.77521423090162,1334492.528346175,angel,Fintech,ex_bigtech,Acquisition
4,5,249,40.46792415309751,448830,13.326950113533462,1537414.0793780491,tier2_vc,Crypto,serial_founder,Acquisition
3,23,38,0.8479091384878572,363340,7.754942696571558,1798357.3009413872,none,SaaS,serial_founder,Acquisition
3,17,9,14.391898446599269,285421,16.02262841706888,252633.66169156152,angel,Crypto,academic,Failure
0,4,242,13.749405672385198,411352,41.6446843445898,1484056.9220004734,none,Crypto,ex_bigtech,Failure
6,13,60,296.09670769217934,165572,6.3476773250496,120503.58202540789,none,Health,ex_bigtech,Acquisition
2,3,259,5.361522915346038,213533,4.012349074684665,621802.9908641648,none,Ecommerce,serial_founder,Acquisition
1,11,141,23.911724100675325,590361,21.40901866052143,2809237.50691103,tier1_vc,Health,first_time,Acquisition
1,18,166,9.707720757535638,274570,2.1124083190971774,287734.60647775314,angel,Climate,ex_bigtech,Failure
4,3,109,24.642627204312262,275650,4.4872058818097615,237148.60097764336,angel,Ecommerce,ex_bigtech,Failure
6,0,104,59.420844069715464,196646,9.192067664567459,603333.7324380658,none,Climate,first_time,Failure
2,16,234,14.518273838911348,565241,12.276979460238001,869725.2737309277,tier2_vc,Crypto,academic,Acquisition
1,15,77,2.121738183609103,191162,5.380471674051435,620604.3912941613,none,Climate,ex_bigtech,Failure
0,12,36,24.536723491405382,536568,15.741065169647369,1580176.7917326197,tier2_vc,Health,serial_founder,Acquisition
2,22,250,10.56352227321068,398159,57.62202945367344,422216.6236968468,none,SaaS,first_time,Failure
0,12,253,26.238827768647145,587924,6.629804947321089,569738.4206496328,tier1_vc,Fintech,first_time,Failure
2,24,181,154.17863068661975,136835,7.142069290870206,560292.0846241541,tier2_vc,Crypto,ex_bigtech,Acquisition
4,18,261,7.586944209018202,390108,13.19762266589294,1853284.8921986716,tier2_vc,Health,ex_bigtech,Acquisition
3,17,51,3.284920513266135,634379,132.90135973976518,3153779.5968630807,tier2_vc,SaaS,academic,Acquisition
0,1,201,44.63411233351287,573974,5.157885023970716,2451785.023699608,tier2_vc,Climate,ex_bigtech,Acquisition
3,17,245,82.39984550481735,361192,32.81639536040116,764730.298654616,angel,Crypto,ex_bigtech,Acquisition
4,22,112,71.51525504220098,376555,4.440952437068168,1750705.5697015114,none,AI,ex_bigtech,Acquisition
1,17,108,7.456647374715318,110418,11.727542041880053,400241.18949029344,angel,Fintech,ex_bigtech,Failure
4,14,171,43.92308371966623,233086,39.81207088377275,1163057.5452797974,tier2_vc,Climate,first_time,Acquisition
1,5,60,5.672305489575024,379417,7.743919314205515,909115.5230482457,angel,SaaS,first_time,Acquisition
3,20,150,37.305909677738214,391130,2.6377366164483553,546308.0044687251,tier2_vc,Climate,academic,Acquisition
2,10,48,175.8949905893249,502074,8.138562123081018,2238529.6069264035,none,Crypto,first_time,Failure
1,17,113,25.51967420833573,438736,23.13435731857279,1667658.3286159283,angel,Fintech,serial_founder,Acquisition
0,15,285,13.702437103764742,155098,10.529399387807874,737406.8019788133,angel,SaaS,first_time,Failure
3,9,243,103.86258181818414,232854,6.340136444647753,818998.4317332357,tier1_vc,AI,academic,Failure
3,20,238,55.8917361657538,210372,32.31764602007629,697057.7136912332,tier1_vc,SaaS,academic,Acquisition
0,21,50,25.0598507263473,603552,30.687517658925124,1747389.7037839594,tier1_vc,Fintech,first_time,Acquisition
5,5,14,31.91064448591352,585566,28.624857156016823,684710.7652876881,angel,Health,ex_bigtech,Failure
3,4,164,29.853834482706016,651938,7.380484838498592,2281962.4301711894,angel,Climate,first_time,Acquisition
1,13,266,29.558210027602282,319672,39.81771228012417,203414.45975290705,tier2_vc,AI,first_time,Acquisition
1,11,161,18.21895794106384,247582,45.180514872265654,992500.4624641766,none,SaaS,academic,Acquisition
5,14,171,60.88334367969188,258436,15.995899352876313,612874.2485616013,tier2_vc,SaaS,academic,Acquisition
0,22,233,21.102826782605085,770524,33.75777701880899,1993785.5591659537,tier2_vc,Climate,ex_bigtech,Acquisition
3,6,112,19.507519159083344,94312,13.376697592201074,117945.63601826753,tier1_vc,Crypto,ex_bigtech,Failure
2,4,188,10.99465370957685,559627,26.725178070682844,352865.2218246693,angel,Climate,serial_founder,Acquisition
2,4,34,6.019868942660275,406177,17.754450841914032,853152.936665417,angel,Climate,first_time,Failure
1,11,271,17.623092045164302,181044,29.04635566162477,525164.52157824,tier2_vc,SaaS,academic,Failure
2,4,257,4.96895868667841,581392,51.77535257312528,1911501.5472592846,tier2_vc,Crypto,academic,Acquisition
3,0,136,81.02041636504963,362715,34.26078993327955,184279.18796483258,tier1_vc,Health,ex_bigtech,Failure
1,18,113,17.013180245926687,302624,18.057999272547878,1423140.7280794065,none,Ecommerce,academic,Acquisition
1,2,53,162.29023795030605,781359,96.11593045908836,2107167.9031641,tier1_vc,Fintech,first_time,Acquisition
1,14,198,5.760284354123163,31385,11.993252152662958,119293.22661513371,angel,Fintech,first_time,Failure
0,20,113,46.96756574998861,146485,4.53726356442904,655755.8541668381,tier2_vc,AI,serial_founder,Acquisition
